N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 101

15, 0.1, 0.9, 0.95, 96

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 2, 0, 5, 0, 0, 0, 0, 0
1, 0, 152, 1, 0, 1, 0, 1, 0, 9, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 2, 180, 0, 2, 0, 0, 1, 3
4, 0, 1, 0, 0, 176, 0, 5, 1, 1, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 2, 0, 0, 181, 0, 4
8, 0, 8, 2, 0, 1, 3, 2, 0, 166, 5
9, 0, 2, 2, 1, 1, 2, 0, 1, 1, 178


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 1, 0, 4, 1, 0, 0, 1, 0
1, 0, 153, 1, 0, 0, 0, 1, 0, 9, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 2, 180, 0, 2, 0, 0, 1, 3
4, 0, 3, 0, 0, 175, 0, 5, 0, 1, 4
5, 0, 0, 2, 0, 1, 171, 1, 0, 1, 4
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 2, 0, 183, 0, 1
8, 0, 8, 1, 0, 1, 2, 2, 1, 168, 4
9, 0, 1, 1, 1, 1, 2, 0, 2, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 95

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 192, 0, 0, 0, 4, 1, 0, 0, 1, 0
1, 0, 151, 1, 0, 0, 0, 2, 0, 10, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 2, 182, 0, 1, 0, 0, 1, 2
4, 0, 1, 0, 0, 176, 0, 5, 1, 1, 4
5, 0, 0, 2, 0, 1, 169, 2, 0, 1, 5
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 183, 0, 3
8, 0, 9, 1, 0, 0, 3, 2, 0, 168, 4
9, 0, 2, 1, 1, 1, 2, 0, 2, 2, 177


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 4, 0, 0, 0, 1, 0
1, 0, 152, 1, 0, 1, 0, 1, 0, 9, 5
2, 0, 1, 198, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 182, 0, 1, 0, 0, 1, 2
4, 1, 0, 0, 0, 176, 0, 5, 0, 2, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 182, 0, 3
8, 0, 9, 1, 0, 1, 3, 2, 0, 167, 4
9, 0, 2, 1, 1, 1, 2, 0, 1, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 2, 0, 5, 0, 0, 0, 0, 0
1, 0, 152, 1, 0, 0, 0, 2, 0, 9, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 2, 180, 0, 3, 0, 0, 1, 2
4, 0, 1, 0, 0, 176, 0, 5, 1, 1, 4
5, 0, 0, 2, 0, 1, 169, 2, 0, 0, 6
6, 0, 2, 0, 0, 1, 0, 185, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 184, 0, 2
8, 0, 8, 2, 0, 1, 2, 2, 0, 167, 5
9, 0, 1, 1, 1, 1, 2, 0, 1, 1, 180


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 96

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 1, 0, 4, 1, 0, 0, 1, 0
1, 0, 152, 1, 0, 1, 0, 2, 0, 8, 5
2, 0, 1, 198, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 181, 0, 1, 0, 0, 2, 2
4, 0, 2, 0, 0, 175, 0, 6, 0, 1, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 1, 3
6, 0, 2, 0, 0, 1, 0, 185, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 182, 0, 4
8, 0, 9, 1, 0, 1, 3, 2, 0, 169, 2
9, 0, 3, 1, 1, 3, 2, 0, 2, 2, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 4, 1, 0, 0, 0, 0
1, 0, 151, 1, 0, 1, 0, 2, 0, 9, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 2, 181, 0, 1, 0, 0, 2, 2
4, 1, 0, 0, 0, 177, 0, 4, 0, 2, 4
5, 0, 0, 2, 0, 1, 169, 2, 0, 0, 6
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 7, 1, 0, 0, 2, 2, 0, 171, 4
9, 0, 3, 0, 1, 1, 2, 0, 2, 1, 178


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 0, 0, 5, 1, 0, 0, 1, 0
1, 0, 153, 1, 0, 0, 0, 1, 0, 9, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 2, 182, 0, 1, 0, 0, 1, 2
4, 1, 2, 0, 0, 176, 0, 4, 0, 1, 4
5, 0, 0, 2, 0, 1, 171, 1, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 182, 0, 3
8, 0, 9, 1, 0, 1, 1, 2, 0, 171, 2
9, 0, 1, 1, 1, 1, 2, 0, 1, 2, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 4, 0, 0, 0, 1, 0
1, 0, 152, 1, 0, 1, 0, 2, 0, 8, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 1, 181, 0, 2, 0, 0, 1, 3
4, 0, 1, 0, 0, 176, 0, 5, 1, 1, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 0, 4
6, 0, 2, 0, 0, 0, 0, 186, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 8, 2, 0, 0, 3, 2, 0, 167, 5
9, 0, 1, 1, 1, 1, 2, 0, 2, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 1, 0, 4, 1, 0, 0, 1, 0
1, 0, 153, 1, 0, 0, 0, 1, 0, 9, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 2, 180, 0, 2, 0, 0, 1, 3
4, 1, 1, 0, 0, 176, 0, 4, 1, 1, 4
5, 0, 0, 2, 0, 1, 171, 1, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 8, 1, 0, 0, 2, 2, 0, 172, 2
9, 0, 2, 1, 1, 1, 2, 0, 1, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 4, 1, 0, 0, 0, 0
1, 0, 153, 1, 0, 0, 0, 1, 0, 9, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 1, 181, 0, 2, 0, 0, 1, 3
4, 1, 1, 0, 0, 177, 0, 4, 0, 1, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 182, 0, 3
8, 0, 7, 2, 0, 0, 2, 2, 0, 171, 3
9, 0, 2, 1, 1, 2, 2, 0, 1, 1, 178


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 94

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 190, 0, 3, 0, 4, 0, 0, 0, 1, 0
1, 0, 151, 1, 0, 2, 0, 1, 0, 9, 5
2, 0, 1, 198, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 180, 0, 3, 0, 0, 1, 2
4, 0, 1, 0, 0, 176, 0, 6, 0, 1, 4
5, 0, 0, 2, 0, 1, 170, 2, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 183, 0, 3
8, 0, 7, 2, 0, 1, 3, 2, 0, 168, 4
9, 0, 1, 0, 1, 1, 2, 0, 2, 1, 180


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 192, 0, 0, 0, 5, 1, 0, 0, 0, 0
1, 0, 152, 1, 0, 3, 0, 1, 0, 7, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 2, 180, 0, 2, 0, 0, 2, 2
4, 1, 2, 0, 0, 177, 0, 3, 0, 2, 3
5, 0, 0, 2, 0, 1, 172, 2, 0, 0, 3
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 183, 0, 3
8, 0, 9, 1, 0, 1, 2, 2, 1, 169, 2
9, 0, 2, 1, 1, 1, 2, 0, 1, 2, 178


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 192, 0, 0, 0, 5, 1, 0, 0, 0, 0
1, 0, 152, 1, 0, 2, 0, 1, 0, 8, 5
2, 0, 1, 198, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 180, 0, 1, 0, 0, 2, 3
4, 1, 2, 0, 0, 174, 0, 5, 0, 2, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 9, 1, 0, 1, 2, 2, 0, 168, 4
9, 0, 2, 1, 1, 1, 2, 0, 1, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 192, 0, 0, 0, 5, 1, 0, 0, 0, 0
1, 0, 151, 1, 0, 0, 0, 2, 0, 10, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 2, 181, 0, 2, 0, 0, 1, 2
4, 1, 1, 0, 0, 176, 0, 5, 0, 1, 4
5, 0, 0, 2, 0, 1, 170, 1, 0, 0, 6
6, 0, 2, 0, 0, 1, 0, 185, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 7, 2, 0, 1, 2, 2, 0, 169, 4
9, 0, 3, 0, 1, 1, 2, 0, 1, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 191, 0, 1, 0, 4, 1, 0, 0, 1, 0
1, 0, 153, 1, 0, 0, 0, 1, 0, 9, 5
2, 0, 1, 199, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 2, 181, 0, 2, 0, 0, 1, 2
4, 1, 0, 0, 0, 176, 0, 4, 1, 2, 4
5, 0, 0, 2, 0, 1, 170, 1, 0, 0, 6
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 2, 1, 0, 181, 0, 3
8, 0, 9, 2, 0, 0, 1, 2, 1, 171, 1
9, 0, 3, 1, 1, 1, 2, 0, 2, 2, 176


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 4, 0, 0, 0, 1, 0
1, 0, 153, 1, 0, 0, 0, 1, 0, 9, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 1, 182, 0, 2, 0, 0, 1, 2
4, 1, 1, 0, 0, 176, 0, 4, 1, 1, 4
5, 0, 0, 2, 0, 1, 171, 2, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 183, 0, 3
8, 0, 8, 1, 0, 0, 3, 2, 0, 168, 5
9, 0, 2, 2, 1, 1, 2, 0, 0, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 192, 0, 0, 0, 4, 1, 0, 0, 1, 0
1, 0, 152, 1, 0, 0, 0, 1, 0, 9, 6
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 1, 181, 0, 2, 0, 0, 2, 2
4, 1, 0, 0, 0, 176, 0, 5, 0, 2, 4
5, 0, 0, 2, 0, 1, 171, 1, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 7, 2, 1, 1, 2, 2, 0, 169, 3
9, 0, 2, 1, 1, 1, 2, 0, 2, 1, 178


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 5, 0, 0, 0, 0, 0
1, 0, 153, 1, 0, 1, 0, 1, 0, 8, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 1, 0, 1, 179, 0, 3, 0, 0, 2, 2
4, 1, 0, 0, 0, 177, 0, 4, 0, 2, 4
5, 0, 0, 2, 0, 1, 172, 2, 0, 0, 3
6, 0, 2, 0, 0, 1, 0, 185, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 182, 0, 3
8, 0, 8, 2, 0, 1, 2, 2, 0, 169, 3
9, 0, 2, 1, 2, 1, 2, 0, 2, 1, 177


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 94

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 1, 0, 3, 0, 0, 0, 1, 0
1, 0, 152, 1, 0, 1, 0, 2, 0, 8, 5
2, 0, 1, 198, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 181, 0, 1, 0, 0, 2, 2
4, 1, 2, 0, 0, 176, 0, 2, 1, 1, 5
5, 0, 0, 2, 0, 1, 169, 2, 0, 0, 6
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 0, 0, 183, 0, 3
8, 0, 9, 1, 0, 1, 3, 2, 0, 165, 6
9, 0, 2, 0, 1, 1, 2, 0, 2, 1, 179


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 192, 0, 1, 0, 4, 0, 0, 0, 1, 0
1, 0, 152, 1, 0, 0, 0, 2, 0, 9, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 2, 181, 0, 2, 0, 0, 1, 2
4, 0, 0, 0, 0, 177, 0, 5, 0, 2, 4
5, 0, 0, 2, 0, 1, 171, 1, 0, 0, 5
6, 0, 2, 0, 0, 1, 0, 185, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 182, 0, 3
8, 0, 8, 1, 0, 1, 3, 2, 0, 167, 5
9, 0, 3, 1, 1, 1, 2, 0, 2, 1, 177


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 193, 0, 0, 0, 4, 0, 0, 0, 1, 0
1, 0, 151, 1, 0, 0, 0, 2, 0, 10, 5
2, 0, 1, 197, 0, 0, 0, 0, 0, 2, 0
3, 0, 0, 2, 181, 0, 1, 0, 0, 2, 2
4, 1, 2, 0, 0, 175, 0, 4, 1, 1, 4
5, 0, 0, 2, 0, 1, 170, 1, 0, 0, 6
6, 0, 3, 0, 0, 1, 0, 184, 0, 0, 0
7, 0, 0, 1, 0, 1, 1, 0, 183, 0, 2
8, 0, 8, 1, 0, 0, 2, 2, 0, 172, 2
9, 0, 2, 1, 1, 1, 2, 0, 2, 2, 177


Média: 90
N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 2, 210, 0, 0, 0, 1, 0, 2, 2
3, 0, 0, 2, 163, 0, 5, 0, 1, 3, 10
4, 1, 1, 0, 0, 170, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 177, 0, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 5, 0, 0, 0, 3, 3, 0, 161, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 1, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 1, 213, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 3, 164, 0, 5, 0, 1, 3, 8
4, 1, 0, 0, 0, 171, 0, 3, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 7, 0, 0, 1, 0, 191, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 166, 2
9, 0, 3, 1, 2, 1, 2, 0, 0, 4, 170


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 0, 0, 1, 6, 2
2, 0, 3, 209, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 2, 163, 0, 5, 0, 1, 3, 10
4, 1, 2, 0, 0, 169, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 0, 6, 2, 0, 0, 2, 2, 0, 164, 2
9, 0, 2, 1, 2, 1, 2, 0, 0, 2, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 2, 0, 1, 5, 2
2, 0, 3, 211, 0, 0, 0, 1, 1, 0, 1
3, 0, 0, 3, 164, 0, 6, 0, 1, 1, 9
4, 1, 0, 0, 0, 171, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 1, 1, 0, 178, 0, 3
8, 1, 5, 0, 0, 0, 2, 2, 0, 165, 3
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 2, 211, 0, 0, 0, 1, 1, 1, 1
3, 0, 0, 2, 160, 0, 6, 0, 1, 4, 11
4, 1, 0, 0, 0, 172, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 1, 1, 0, 178, 0, 3
8, 1, 3, 0, 0, 0, 2, 2, 0, 165, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 93

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 164, 1, 0, 0, 1, 0, 1, 7, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 161, 0, 6, 0, 1, 3, 11
4, 1, 1, 0, 0, 171, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 0, 5, 1, 0, 0, 2, 2, 0, 163, 5
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 2, 0, 1, 4, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 3, 164, 0, 5, 0, 1, 3, 8
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 4, 0, 0, 0, 3, 2, 0, 164, 4
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 97

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 0, 0, 1, 6, 2
2, 0, 3, 210, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 160, 0, 6, 0, 1, 4, 11
4, 1, 0, 0, 0, 171, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 175, 0, 0, 0, 6
6, 0, 4, 0, 0, 1, 0, 194, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 6, 0, 0, 0, 2, 2, 0, 161, 6
9, 0, 2, 1, 2, 1, 2, 0, 0, 3, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 1, 0, 1, 6, 2
2, 0, 2, 211, 0, 0, 0, 1, 0, 2, 1
3, 0, 0, 2, 162, 0, 5, 0, 1, 3, 11
4, 1, 0, 0, 0, 171, 0, 2, 0, 1, 4
5, 0, 0, 1, 1, 0, 176, 0, 0, 0, 5
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 0, 0, 0, 0, 2, 0, 180, 0, 2
8, 1, 3, 0, 0, 0, 3, 3, 0, 162, 6
9, 0, 3, 1, 2, 1, 2, 0, 0, 1, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 165, 1, 0, 0, 1, 1, 1, 5, 2
2, 0, 4, 208, 0, 0, 0, 1, 1, 2, 1
3, 0, 0, 3, 165, 0, 6, 0, 0, 2, 8
4, 1, 5, 0, 0, 167, 0, 2, 0, 1, 3
5, 0, 0, 0, 2, 0, 177, 0, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 179, 0, 2
8, 1, 5, 0, 0, 0, 2, 2, 0, 166, 2
9, 0, 3, 1, 2, 1, 2, 0, 0, 2, 172


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 189, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 166, 1, 0, 0, 1, 0, 1, 5, 2
2, 0, 2, 212, 0, 0, 0, 1, 0, 1, 1
3, 0, 0, 2, 165, 0, 5, 0, 1, 2, 9
4, 1, 2, 0, 0, 170, 0, 2, 0, 1, 3
5, 0, 0, 1, 1, 0, 177, 0, 0, 0, 4
6, 0, 3, 0, 0, 1, 0, 195, 0, 0, 0
7, 0, 1, 0, 0, 0, 2, 0, 178, 0, 3
8, 1, 4, 0, 0, 0, 2, 2, 0, 164, 5
9, 0, 3, 1, 2, 1, 2, 0, 0, 3, 171


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
15, 0.1, 0.9, 0.95, 91

