N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
20, 0.01, 0.7, 0.95, 101

2, 0, 2, 182, 0, 0, 0, 0, 0, 2, 0
3, 1, 0, 1, 181, 0, 2, 0, 1, 2, 0
4, 1, 5, 0, 0, 186, 0, 2, 0, 6, 3
5, 0, 0, 0, 0, 1, 183, 1, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 7, 0, 0, 2, 3, 0, 1, 151, 0
9, 1, 3, 0, 2, 2, 1, 0, 5, 5, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 1, 0, 1, 0, 1, 6, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 181, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 197, 0, 2
8, 1, 7, 0, 0, 2, 3, 0, 0, 152, 0
9, 1, 4, 0, 2, 2, 1, 0, 4, 6, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 1, 0, 1, 0, 0, 8, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 183, 0, 2, 0, 1, 1, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 1, 0, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 0, 9, 0, 0, 2, 4, 0, 1, 149, 0
9, 0, 4, 0, 1, 2, 2, 0, 5, 4, 175


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 1, 0, 1, 0, 1, 7, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 181, 0, 2, 0, 1, 2, 0
4, 1, 3, 0, 0, 188, 0, 1, 0, 7, 3
5, 0, 0, 0, 1, 1, 180, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 8, 0, 0, 2, 3, 0, 1, 150, 0
9, 1, 3, 0, 1, 2, 2, 0, 5, 5, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 92

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 171, 0, 2, 0, 1, 1, 1, 6, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 181, 0, 3, 0, 1, 1, 0
4, 1, 4, 0, 0, 186, 0, 1, 0, 8, 3
5, 0, 0, 1, 0, 1, 182, 1, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 0, 8, 0, 0, 2, 4, 0, 2, 149, 0
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 171, 0, 2, 0, 1, 1, 1, 6, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 182, 0, 2, 0, 1, 1, 0
4, 1, 3, 0, 0, 189, 0, 1, 0, 6, 3
5, 0, 0, 1, 0, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 0, 8, 0, 0, 2, 3, 0, 0, 151, 1
9, 1, 4, 0, 2, 2, 2, 0, 5, 4, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 1, 0, 1, 1, 0, 6, 4
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 181, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 1, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 0, 7, 0, 0, 2, 3, 1, 0, 152, 0
9, 1, 4, 0, 1, 2, 1, 0, 5, 5, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 83

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 1, 0, 0, 0, 1, 7, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 183, 0, 2, 0, 0, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 6, 0, 0, 2, 3, 1, 0, 152, 0
9, 0, 4, 0, 1, 3, 0, 0, 5, 5, 175


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 2, 0, 1, 0, 0, 6, 4
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 180, 0, 3, 0, 1, 2, 0
4, 1, 3, 0, 0, 188, 0, 1, 0, 7, 3
5, 0, 0, 1, 0, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 6, 0, 0, 2, 3, 0, 2, 151, 0
9, 1, 3, 0, 2, 2, 2, 0, 5, 4, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 86

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 174, 0, 1, 0, 1, 0, 1, 5, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 9, 0, 0, 2, 2, 1, 1, 148, 1
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 83

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 174, 0, 2, 0, 1, 0, 0, 5, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 3, 0, 0, 188, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 7, 0, 0, 1, 2, 1, 1, 151, 1
9, 1, 3, 0, 2, 2, 1, 0, 5, 5, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 1, 0, 1, 0, 1, 6, 4
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 3, 0, 1, 1, 0
4, 1, 3, 0, 0, 189, 0, 1, 0, 6, 3
5, 0, 0, 0, 1, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 7, 0, 0, 2, 2, 0, 1, 151, 1
9, 1, 4, 0, 2, 3, 0, 0, 4, 6, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 175, 0, 1, 0, 0, 0, 0, 6, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 195, 0, 3
8, 1, 5, 0, 0, 2, 3, 1, 1, 152, 0
9, 1, 4, 0, 1, 3, 0, 0, 5, 5, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 174, 0, 1, 0, 1, 0, 0, 6, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 180, 0, 3, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 6, 0, 0, 2, 3, 1, 0, 152, 0
9, 1, 4, 0, 2, 3, 0, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 83

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 174, 0, 1, 0, 1, 0, 0, 6, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 183, 0, 2, 0, 1, 1, 0
4, 1, 3, 0, 0, 188, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 7, 0, 0, 2, 3, 0, 0, 152, 0
9, 1, 3, 0, 2, 2, 2, 0, 5, 4, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 2, 0, 1, 0, 1, 6, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 180, 0, 3, 0, 1, 2, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 1, 0, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 0, 8, 0, 0, 2, 3, 0, 2, 150, 0
9, 1, 4, 0, 2, 2, 1, 0, 4, 6, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 91

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 1, 0, 1, 0, 1, 7, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 0, 181, 0, 2, 0, 1, 3, 0
4, 1, 5, 0, 0, 187, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 0, 8, 0, 0, 2, 3, 0, 2, 150, 0
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 175, 0, 1, 0, 1, 0, 0, 5, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 181, 0, 2, 0, 1, 2, 0
4, 1, 5, 0, 0, 187, 0, 1, 0, 6, 3
5, 0, 0, 1, 0, 1, 182, 1, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 9, 0, 0, 1, 3, 1, 2, 148, 0
9, 1, 3, 0, 2, 2, 2, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 2, 0, 1, 0, 1, 5, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 7, 0, 0, 2, 3, 0, 1, 151, 0
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 2, 0, 1, 0, 1, 6, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 181, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 8, 0, 0, 2, 3, 0, 1, 150, 0
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 174, 0, 1, 0, 1, 0, 1, 5, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 5, 0, 0, 1, 3, 1, 1, 153, 0
9, 1, 4, 0, 2, 2, 1, 0, 4, 6, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 83

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 174, 0, 1, 0, 0, 0, 0, 7, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 3, 0, 0, 188, 0, 1, 0, 7, 3
5, 0, 0, 0, 1, 1, 180, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 5, 0, 0, 1, 3, 1, 1, 153, 0
9, 1, 3, 0, 1, 3, 0, 0, 4, 6, 175


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 2, 0, 1, 1, 1, 5, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 182, 0, 2, 0, 1, 1, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 1, 1, 180, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 7, 0, 0, 2, 3, 1, 0, 151, 0
9, 1, 4, 0, 1, 2, 1, 0, 5, 5, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 175, 0, 1, 0, 1, 0, 0, 5, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 180, 0, 3, 0, 1, 2, 0
4, 1, 3, 0, 0, 188, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 7, 0, 0, 1, 4, 0, 1, 151, 0
9, 1, 3, 0, 1, 2, 2, 0, 4, 6, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 84

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 175, 0, 0, 0, 1, 0, 1, 5, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 182, 0, 2, 0, 1, 2, 0
4, 1, 5, 0, 0, 187, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 8, 0, 0, 1, 3, 0, 1, 151, 0
9, 0, 3, 0, 1, 3, 1, 0, 5, 5, 175


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 87

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 2, 0, 1, 0, 0, 6, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 180, 0, 3, 0, 1, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 182, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 6, 0, 0, 1, 3, 1, 2, 151, 0
9, 1, 4, 0, 2, 2, 2, 0, 5, 4, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 82

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 175, 0, 1, 0, 0, 0, 0, 6, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 182, 0, 2, 0, 0, 2, 0
4, 1, 4, 0, 0, 188, 0, 1, 0, 6, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 6, 0, 0, 1, 3, 1, 1, 152, 0
9, 1, 4, 0, 0, 2, 1, 0, 4, 6, 175


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 0, 0, 1, 0, 1, 7, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 1, 183, 0, 2, 0, 1, 1, 0
4, 1, 5, 0, 0, 187, 0, 1, 0, 6, 3
5, 0, 0, 1, 0, 1, 181, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 0, 9, 0, 0, 2, 4, 0, 2, 148, 0
9, 1, 3, 0, 2, 2, 2, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 85

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 175, 0, 0, 0, 1, 0, 0, 6, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 181, 0, 3, 0, 1, 1, 0
4, 1, 3, 0, 0, 189, 0, 1, 0, 6, 3
5, 0, 0, 0, 1, 1, 180, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 7, 0, 0, 1, 3, 1, 1, 151, 0
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 174, 0, 0, 0, 1, 0, 1, 6, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 180, 0, 3, 0, 1, 2, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 1, 1, 1, 180, 2, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 8, 0, 0, 1, 3, 0, 1, 151, 0
9, 1, 4, 0, 2, 2, 1, 0, 5, 5, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 88

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 172, 0, 2, 0, 1, 0, 0, 7, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 182, 0, 2, 0, 1, 1, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 181, 2, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 1, 7, 0, 0, 2, 3, 0, 1, 151, 0
9, 1, 4, 0, 2, 2, 2, 0, 5, 4, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 90

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 2, 0, 1, 0, 1, 5, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
3, 1, 0, 1, 182, 0, 2, 0, 1, 1, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 1, 0, 1, 182, 1, 0, 0, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 2, 0, 196, 0, 2
8, 0, 9, 0, 0, 2, 4, 0, 2, 148, 0
9, 1, 4, 0, 2, 3, 1, 0, 5, 4, 173


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 1, 0, 1, 1, 1, 5, 3
2, 0, 1, 184, 0, 0, 0, 0, 0, 1, 0
3, 0, 0, 2, 181, 0, 2, 0, 1, 2, 0
4, 1, 4, 0, 0, 187, 0, 1, 0, 7, 3
5, 0, 0, 0, 0, 1, 182, 1, 0, 1, 1
6, 0, 2, 0, 0, 2, 0, 195, 0, 1, 0
7, 0, 0, 0, 1, 1, 1, 0, 196, 0, 3
8, 1, 9, 0, 0, 2, 2, 0, 2, 148, 1
9, 1, 4, 0, 1, 2, 1, 0, 4, 6, 174


N_NEURONIOS, TAXA_APRENDIZADO, MOMENTUM, ACURACIA, ERROS
30, 0.05, 0.5, 0.95, 89

0.95, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0, 165, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 173, 0, 2, 0, 1, 0, 1, 5, 3
2, 0, 2, 183, 0, 0, 0, 0, 0, 1, 0
